survey_id,location,mpa,site_code,site_name,latitude,longitude,depth,survey_date,sampling_event,program,period,start_year_month,period_split,sampling_event_start_date,block,transect,id
912345677,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.2,2013-11-18,11,RLS,Pre-bloom,2013-11,Pre-bloom,2013-11-01,2,Transect_912345677_2013-11-18_5.2,912345677 2
912345678,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.3,2013-11-18,11,RLS,Pre-bloom,2013-11,Pre-bloom,2013-11-01,2,Transect_912345678_2013-11-18_5.3,912345678 2
912345679,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.4,2013-11-18,11,RLS,Pre-bloom,2013-11,Pre-bloom,2013-11-01,1,Transect_912345679_2013-11-18_5.4,912345679 1
912345679,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.4,2013-11-18,11,RLS,Pre-bloom,2013-11,Pre-bloom,2013-11-01,2,Transect_912345679_2013-11-18_5.4,912345679 2
912346262,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.2,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346262_2016-02-09_5.2,912346262 1
912346263,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.3,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346263_2016-02-09_5.3,912346263 1
912346264,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.2,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346264_2016-02-09_5.2,912346264 1
912346264,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.2,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346264_2016-02-09_5.2,912346264 2
912346265,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.3,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346265_2016-02-09_5.3,912346265 1
912346265,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.3,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346265_2016-02-09_5.3,912346265 2
912346268,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346268_2016-02-10_5.2,912346268 1
912346269,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346269_2016-02-10_5.3,912346269 1
912346290,Encounter,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,4.2,2012-02-10,8,RLS,Pre-bloom,2012-01,Pre-bloom,2012-01-31,2,Transect_912346290_2012-02-10_4.2,912346290 2
912346292,Encounter,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,4.1,2012-02-10,8,RLS,Pre-bloom,2012-01,Pre-bloom,2012-01-31,2,Transect_912346292_2012-02-10_4.1,912346292 2
912346294,Encounter,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,6,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346294_2016-02-09_6,912346294 2
912346301,Encounter,Encounter Marine Park,GSV41,Rapid Head East,-35.519459999999995,138.17719,4,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346301_2016-02-09_4,912346301 1
912346301,Encounter,Encounter Marine Park,GSV41,Rapid Head East,-35.519459999999995,138.17719,4,2016-02-09,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346301_2016-02-09_4,912346301 2
912346302,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,4.2,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346302_2016-02-10_4.2,912346302 2
912346303,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,4.3,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346303_2016-02-10_4.3,912346303 2
912346304,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,4.1,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346304_2016-02-10_4.1,912346304 1
912346305,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,4,2016-02-10,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912346305_2016-02-10_4,912346305 1
912346308,Encounter,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.2,2016-02-12,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912346308_2016-02-12_5.2,912346308 2
912346351,Adelaide,NA,GSV109,Outer Harbor breakwater south inside,-34.788509999999995,138.46726,6.5,2015-12-07,3,RLS,Pre-bloom,2015-12,Pre-bloom,2015-12-07,1,Transect_912346351_2015-12-07_6.5,912346351 1
912346351,Adelaide,NA,GSV109,Outer Harbor breakwater south inside,-34.788509999999995,138.46726,6.5,2015-12-07,3,RLS,Pre-bloom,2015-12,Pre-bloom,2015-12-07,2,Transect_912346351_2015-12-07_6.5,912346351 2
912347009,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.3,2017-03-24,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912347009_2017-03-24_5.3,912347009 2
912347011,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.3,2017-03-24,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912347011_2017-03-24_5.3,912347011 2
912347019,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2017-03-24,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912347019_2017-03-24_5.1,912347019 2
912347022,Encounter,Encounter Marine Park,GSV41,Rapid Head East,-35.519459999999995,138.17719,5.1,2017-03-25,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912347022_2017-03-25_5.1,912347022 1
912349725,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.1,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349725_2015-08-26_4.1,912349725 1
912349725,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.1,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349725_2015-08-26_4.1,912349725 2
912349727,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.3,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349727_2015-08-26_4.3,912349727 1
912349727,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.3,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349727_2015-08-26_4.3,912349727 2
912349728,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.2,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349728_2015-08-26_4.2,912349728 1
912349728,Encounter,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,4.2,2015-08-26,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349728_2015-08-26_4.2,912349728 2
912349729,Adelaide,NA,GSV125,Broken Bottom,-34.96335,138.48029,10.3,2015-08-27,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,1,Transect_912349729_2015-08-27_10.3,912349729 1
912349730,Adelaide,NA,GSV125,Broken Bottom,-34.96335,138.48029,10.2,2015-08-27,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,2,Transect_912349730_2015-08-27_10.2,912349730 2
912349732,Adelaide,NA,GSV125,Broken Bottom,-34.96335,138.48029,10,2015-08-27,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,2,Transect_912349732_2015-08-27_10,912349732 2
912349736,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.2,2015-08-31,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,1,Transect_912349736_2015-08-31_8.2,912349736 1
912349736,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.2,2015-08-31,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,2,Transect_912349736_2015-08-31_8.2,912349736 2
912349737,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8,2015-08-31,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,1,Transect_912349737_2015-08-31_8,912349737 1
912349737,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8,2015-08-31,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,2,Transect_912349737_2015-08-31_8,912349737 2
912349738,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.1,2015-08-31,1,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-27,2,Transect_912349738_2015-08-31_8.1,912349738 2
912349739,Encounter,Encounter Marine Park,GSV128,Southport,-35.16775,138.46227,4,2015-09-04,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349739_2015-09-04_4,912349739 2
912349740,Encounter,Encounter Marine Park,GSV128,Southport,-35.16775,138.46227,4.1,2015-09-04,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349740_2015-09-04_4.1,912349740 2
912349741,Encounter,Encounter Marine Park,GSV128,Southport,-35.16775,138.46227,4.2,2015-09-04,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349741_2015-09-04_4.2,912349741 1
912349741,Encounter,Encounter Marine Park,GSV128,Southport,-35.16775,138.46227,4.2,2015-09-04,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349741_2015-09-04_4.2,912349741 2
912349748,Encounter,Encounter Marine Park,GSV131,Horseshoe outer,-35.1394,138.45799,11.1,2015-09-10,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349748_2015-09-10_11.1,912349748 1
912349757,Encounter,Encounter Marine Park,GSV131,Horseshoe outer,-35.1394,138.45799,11.3,2015-09-18,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349757_2015-09-18_11.3,912349757 1
912349757,Encounter,Encounter Marine Park,GSV131,Horseshoe outer,-35.1394,138.45799,11.3,2015-09-18,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,2,Transect_912349757_2015-09-18_11.3,912349757 2
912349758,Encounter,Encounter Marine Park,GSV131,Horseshoe outer,-35.1394,138.45799,11.2,2015-09-18,13,RLS,Pre-bloom,2015-08,Pre-bloom,2015-08-26,1,Transect_912349758_2015-09-18_11.2,912349758 1
912349762,Adelaide,Upper Gulf St Vincent MP,GSV134,Port Parham,-34.44449,138.19702,4,2015-10-30,2,RLS,Pre-bloom,2015-10,Pre-bloom,2015-10-30,1,Transect_912349762_2015-10-30_4,912349762 1
912349763,Adelaide,Upper Gulf St Vincent MP,GSV134,Port Parham,-34.44449,138.19702,4.1,2015-10-30,2,RLS,Pre-bloom,2015-10,Pre-bloom,2015-10-30,1,Transect_912349763_2015-10-30_4.1,912349763 1
912349764,Adelaide,Upper Gulf St Vincent MP,GSV134,Port Parham,-34.44449,138.19702,4.3,2015-10-30,2,RLS,Pre-bloom,2015-10,Pre-bloom,2015-10-30,1,Transect_912349764_2015-10-30_4.3,912349764 1
912349764,Adelaide,Upper Gulf St Vincent MP,GSV134,Port Parham,-34.44449,138.19702,4.3,2015-10-30,2,RLS,Pre-bloom,2015-10,Pre-bloom,2015-10-30,2,Transect_912349764_2015-10-30_4.3,912349764 2
912349776,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5,2016-03-26,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,1,Transect_912349776_2016-03-26_5,912349776 1
912349776,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5,2016-03-26,14,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-09,2,Transect_912349776_2016-03-26_5,912349776 2
912349792,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8,2016-02-19,4,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-18,1,Transect_912349792_2016-02-19_8,912349792 1
912349794,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.3,2016-02-19,4,RLS,Pre-bloom,2016-02,Pre-bloom,2016-02-18,1,Transect_912349794_2016-02-19_8.3,912349794 1
912349826,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5,2016-11-17,15,RLS,Pre-bloom,2016-11,Pre-bloom,2016-11-16,1,Transect_912349826_2016-11-17_5,912349826 1
912349826,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5,2016-11-17,15,RLS,Pre-bloom,2016-11,Pre-bloom,2016-11-16,2,Transect_912349826_2016-11-17_5,912349826 2
912349827,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.1,2016-11-17,15,RLS,Pre-bloom,2016-11,Pre-bloom,2016-11-16,1,Transect_912349827_2016-11-17_5.1,912349827 1
912349830,Encounter,Encounter Marine Park,GSV53,Moana inside,-35.2091,138.46428999999998,5.1,2016-11-17,15,RLS,Pre-bloom,2016-11,Pre-bloom,2016-11-16,2,Transect_912349830_2016-11-17_5.1,912349830 2
912349848,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.2,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349848_2017-02-20_5.2,912349848 1
912349849,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.3,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349849_2017-02-20_5.3,912349849 1
912349850,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.1,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349850_2017-02-20_5.1,912349850 2
912349851,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349851_2017-02-20_5,912349851 1
912349852,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349852_2017-02-20_5.2,912349852 1
912349852,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349852_2017-02-20_5.2,912349852 2
912349853,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349853_2017-02-20_5.3,912349853 1
912349853,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349853_2017-02-20_5.3,912349853 2
912349854,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.1,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349854_2017-02-20_5.1,912349854 1
912349855,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5,2017-02-20,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349855_2017-02-20_5,912349855 2
912349868,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349868_2017-05-03_5,912349868 2
912349869,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.1,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349869_2017-05-03_5.1,912349869 1
912349869,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.1,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349869_2017-05-03_5.1,912349869 2
912349870,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.2,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349870_2017-05-03_5.2,912349870 1
912349871,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.3,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349871_2017-05-03_5.3,912349871 1
912349871,Encounter,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.3,2017-05-03,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349871_2017-05-03_5.3,912349871 2
912349934,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.3,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349934_2017-03-08_5.3,912349934 2
912349935,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.2,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349935_2017-03-08_5.2,912349935 1
912349935,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.2,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349935_2017-03-08_5.2,912349935 2
912349938,Encounter,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5.3,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349938_2017-03-08_5.3,912349938 1
912349939,Encounter,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5.2,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349939_2017-03-08_5.2,912349939 2
912349940,Encounter,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.3,2017-03-09,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349940_2017-03-09_5.3,912349940 1
912349941,Encounter,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.2,2017-03-09,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349941_2017-03-09_5.2,912349941 1
912349941,Encounter,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.2,2017-03-09,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349941_2017-03-09_5.2,912349941 2
912349952,Encounter,Encounter Marine Park,GSV55,Pancake Rock,-35.740829999999995,138.03985,5,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349952_2017-03-08_5,912349952 2
912349953,Encounter,Encounter Marine Park,GSV55,Pancake Rock,-35.740829999999995,138.03985,5.1,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349953_2017-03-08_5.1,912349953 2
912349954,Encounter,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912349954_2017-03-08_5,912349954 1
912349955,Encounter,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5.1,2017-03-08,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912349955_2017-03-08_5.1,912349955 2
912350450,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8,2017-02-16,6,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-16,1,Transect_912350450_2017-02-16_8,912350450 1
912350452,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.3,2017-02-16,6,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-16,1,Transect_912350452_2017-02-16_8.3,912350452 1
912350453,Adelaide,NA,GSV127,Semaphore,-34.8471,138.44595,8.2,2017-02-16,6,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-16,1,Transect_912350453_2017-02-16_8.2,912350453 1
912350476,Encounter,Encounter Marine Park,GSV113,Yankalilla Mouth,-35.4655,138.29465,2.3,2017-03-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350476_2017-03-15_2.3,912350476 1
912350479,Encounter,Encounter Marine Park,GSV106,Normanville Beach,-35.44665,138.30497,2.1,2017-03-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350479_2017-03-15_2.1,912350479 1
912350480,Encounter,Encounter Marine Park,GSV106,Normanville Beach,-35.44665,138.30497,2.3,2017-03-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350480_2017-03-15_2.3,912350480 2
912350481,Encounter,Encounter Marine Park,GSV106,Normanville Beach,-35.44665,138.30497,2.2,2017-03-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350481_2017-03-15_2.2,912350481 1
912350481,Encounter,Encounter Marine Park,GSV106,Normanville Beach,-35.44665,138.30497,2.2,2017-03-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350481_2017-03-15_2.2,912350481 2
912350508,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.1,2017-03-23,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350508_2017-03-23_5.1,912350508 1
912350508,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.1,2017-03-23,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350508_2017-03-23_5.1,912350508 2
912350509,Encounter,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.3,2017-03-23,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350509_2017-03-23_5.3,912350509 1
912350523,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350523_2017-04-06_10,912350523 1
912350523,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350523_2017-04-06_10,912350523 2
912350524,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.1,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350524_2017-04-06_10.1,912350524 1
912350524,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.1,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350524_2017-04-06_10.1,912350524 2
912350525,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.3,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350525_2017-04-06_10.3,912350525 1
912350525,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.3,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350525_2017-04-06_10.3,912350525 2
912350526,Encounter,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.2,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350526_2017-04-06_10.2,912350526 1
912350527,Encounter,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350527_2017-04-06_5,912350527 2
912350529,Encounter,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.3,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350529_2017-04-06_5.3,912350529 1
912350529,Encounter,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.3,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350529_2017-04-06_5.3,912350529 2
912350530,Encounter,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.2,2017-04-06,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350530_2017-04-06_5.2,912350530 1
912350531,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5,2017-04-12,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350531_2017-04-12_5,912350531 1
912350532,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.1,2017-04-12,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350532_2017-04-12_5.1,912350532 1
912350532,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.1,2017-04-12,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350532_2017-04-12_5.1,912350532 2
912350533,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.3,2017-04-12,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350533_2017-04-12_5.3,912350533 1
912350534,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.2,2017-04-12,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350534_2017-04-12_5.2,912350534 1
912350536,Encounter,Encounter Marine Park,GSV40,Whalebone Reef,-35.5714,138.61166,5.1,2017-04-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350536_2017-04-15_5.1,912350536 1
912350537,Encounter,Encounter Marine Park,GSV40,Whalebone Reef,-35.5714,138.61166,5.3,2017-04-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350537_2017-04-15_5.3,912350537 2
912350538,Encounter,Encounter Marine Park,GSV40,Whalebone Reef,-35.5714,138.61166,5.2,2017-04-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,1,Transect_912350538_2017-04-15_5.2,912350538 1
912350538,Encounter,Encounter Marine Park,GSV40,Whalebone Reef,-35.5714,138.61166,5.2,2017-04-15,16,RLS,Pre-bloom,2017-02,Pre-bloom,2017-02-14,2,Transect_912350538_2017-04-15_5.2,912350538 2
