spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,pre_bloom_mean_fished,pre_bloom_mean_no_take,pre_bloom_mean_overall,comparison_mean_fished,comparison_mean_no_take,comparison_mean_overall,change_fished,change_no_take,change_overall
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,59.47008547008547,39.583333333333336,56.08510638297872,7.5,11.625,8.875,-87.3886174187985,-70.63157894736842,-84.17583459787556
location,Metro,b20,M1 fish B20 biomass,period,Bloom,1.167910733600406,NA,1.167910733600406,0.015283299407257075,NA,0.015283299407257075,-98.69139832629655,NA,-98.69139832629655
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2025-11,1.167910733600406,NA,1.167910733600406,0,NA,0,-100,NA,-100
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2026-01,1.167910733600406,NA,1.167910733600406,0.03056659881451415,NA,0.03056659881451415,-97.38279665259311,NA,-97.38279665259311
location,Metro,b20,M2 fish B20 biomass,period,Bloom,0.01347080432921447,NA,0.01347080432921447,0,NA,0,-100,NA,-100
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2025-11,0.01347080432921447,NA,0.01347080432921447,0,NA,0,-100,NA,-100
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2026-01,0.01347080432921447,NA,0.01347080432921447,0,NA,0,-100,NA,-100
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,5.583333333333333,NA,5.583333333333333,4.875,NA,4.875,-12.686567164179095,NA,-12.686567164179095
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2025-11,5.583333333333333,NA,5.583333333333333,6.125,NA,6.125,9.701492537313456,NA,9.701492537313456
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-01,5.583333333333333,NA,5.583333333333333,3.625,NA,3.625,-35.07462686567165,NA,-35.07462686567165
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2025-11,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-01,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2025-11,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-01,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,9.425,NA,9.425,0.5,NA,0.5,-94.6949602122016,NA,-94.6949602122016
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2025-11,9.425,NA,9.425,1,NA,1,-89.38992042440319,NA,-89.38992042440319
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-01,9.425,NA,9.425,0,NA,0,-100,NA,-100
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,17.791666666666668,NA,17.791666666666668,2,NA,2,-88.75878220140515,NA,-88.75878220140515
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2025-11,17.791666666666668,NA,17.791666666666668,3.5,NA,3.5,-80.32786885245902,NA,-80.32786885245902
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-01,17.791666666666668,NA,17.791666666666668,0.5,NA,0.5,-97.18969555035129,NA,-97.18969555035129
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2025-11,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-01,0,NA,0,0,NA,0,NA,NA,NA
location,Metro,shannon_diversity,M1 fish Shannon diversity,period,Bloom,0.6555846525041001,NA,0.6555846525041001,0.07811213025887825,NA,0.07811213025887825,-88.08511914357395,NA,-88.08511914357395
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2025-11,0.6555846525041001,NA,0.6555846525041001,0.06958086294776335,NA,0.06958086294776335,-89.3864411434909,NA,-89.3864411434909
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-01,0.6555846525041001,NA,0.6555846525041001,0.08664339756999316,NA,0.08664339756999316,-86.78379714365701,NA,-86.78379714365701
location,Metro,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.5312983445084357,NA,0.5312983445084357,0,NA,0,-100,NA,-100
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2025-11,0.5312983445084357,NA,0.5312983445084357,0,NA,0,-100,NA,-100
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-01,0.5312983445084357,NA,0.5312983445084357,0,NA,0,-100,NA,-100
location,Metro,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.6522758849636974,NA,1.6522758849636974,0.9466049432886257,NA,0.9466049432886257,-42.70902626473764,NA,-42.70902626473764
location,Metro,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2025-11,1.6522758849636974,NA,1.6522758849636974,0.988434635995789,NA,0.988434635995789,-40.17738532705716,NA,-40.17738532705716
location,Metro,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-01,1.6522758849636974,NA,1.6522758849636974,0.9047752505814624,NA,0.9047752505814624,-45.24066720241811,NA,-45.24066720241811
location,Metro,species_richness,M1 fish species richness,period,Bloom,5.383333333333334,NA,5.383333333333334,0.75,NA,0.75,-86.06811145510837,NA,-86.06811145510837
location,Metro,species_richness,M1 fish species richness,period_split,Bloom 2025-11,5.383333333333334,NA,5.383333333333334,0.75,NA,0.75,-86.06811145510837,NA,-86.06811145510837
location,Metro,species_richness,M1 fish species richness,period_split,Bloom 2026-01,5.383333333333334,NA,5.383333333333334,0.75,NA,0.75,-86.06811145510837,NA,-86.06811145510837
location,Metro,species_richness,M2 fish species richness,period,Bloom,2.158333333333333,NA,2.158333333333333,0.125,NA,0.125,-94.20849420849422,NA,-94.20849420849422
location,Metro,species_richness,M2 fish species richness,period_split,Bloom 2025-11,2.158333333333333,NA,2.158333333333333,0,NA,0,-100,NA,-100
location,Metro,species_richness,M2 fish species richness,period_split,Bloom 2026-01,2.158333333333333,NA,2.158333333333333,0.25,NA,0.25,-88.41698841698842,NA,-88.41698841698842
location,Metro,species_richness,M2 invertebrate species richness,period,Bloom,8.308333333333334,NA,8.308333333333334,3.25,NA,3.25,-60.8826479438315,NA,-60.8826479438315
location,Metro,species_richness,M2 invertebrate species richness,period_split,Bloom 2025-11,8.308333333333334,NA,8.308333333333334,3.5,NA,3.5,-57.873620862587764,NA,-57.873620862587764
location,Metro,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-01,8.308333333333334,NA,8.308333333333334,3,NA,3,-63.89167502507523,NA,-63.89167502507523
location,Metro,total_abundance,M1 fish total abundance,period,Bloom,206,NA,206,1.75,NA,1.75,-99.1504854368932,NA,-99.1504854368932
location,Metro,total_abundance,M1 fish total abundance,period_split,Bloom 2025-11,206,NA,206,2.75,NA,2.75,-98.66504854368932,NA,-98.66504854368932
location,Metro,total_abundance,M1 fish total abundance,period_split,Bloom 2026-01,206,NA,206,0.75,NA,0.75,-99.63592233009709,NA,-99.63592233009709
location,Metro,total_abundance,M2 fish total abundance,period,Bloom,8.425,NA,8.425,0.25,NA,0.25,-97.0326409495549,NA,-97.0326409495549
location,Metro,total_abundance,M2 fish total abundance,period_split,Bloom 2025-11,8.425,NA,8.425,0,NA,0,-100,NA,-100
location,Metro,total_abundance,M2 fish total abundance,period_split,Bloom 2026-01,8.425,NA,8.425,0.5,NA,0.5,-94.06528189910979,NA,-94.06528189910979
location,Metro,total_abundance,M2 invertebrate total abundance,period,Bloom,32.8,NA,32.8,7.375,NA,7.375,-77.51524390243902,NA,-77.51524390243902
location,Metro,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2025-11,32.8,NA,32.8,10.625,NA,10.625,-67.60670731707316,NA,-67.60670731707316
location,Metro,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-01,32.8,NA,32.8,4.125,NA,4.125,-87.42378048780488,NA,-87.42378048780488
location,Rapid Head,b20,M1 fish B20 biomass,period,Bloom,4.329679248111864,4.2419996192632405,4.2929761476636035,1.814086166116063,5.453505750729046,2.9720833066747394,-58.1011418592458,28.55978878367327,-30.76869741537564
location,Rapid Head,b20,M1 fish B20 biomass,period_split,Bloom 2026-01,4.329679248111864,4.2419996192632405,4.2929761476636035,2.0029400090267395,5.453505750729046,3.210638018622547,-53.739298126987016,28.55978878367327,-25.211836539788493
location,Rapid Head,b20,M1 fish B20 biomass,period_split,Bloom 2026-05,4.329679248111864,NA,4.2929761476636035,0.5865361871966663,NA,0.5865361871966663,-86.45312611892787,NA,-86.33730617124716
location,Rapid Head,b20,M2 fish B20 biomass,period,Bloom,0.09897909450643161,0.048979451519422575,0.07815571378007725,0.0365797395197439,0.038084594633813154,0.03705855705603866,-63.04296407018861,-22.243729865552126,-52.58368804574172
location,Rapid Head,b20,M2 fish B20 biomass,period_split,Bloom 2026-01,0.09897909450643161,0.048979451519422575,0.07815571378007725,0.04220739175355065,0.038084594633813154,0.04076441276164253,-57.35726623483301,-22.243729865552126,-47.842056850315885
location,Rapid Head,b20,M2 fish B20 biomass,period_split,Bloom 2026-05,0.09897909450643161,NA,0.07815571378007725,0,NA,0,-100,NA,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,1.0161290322580645,0.6412429378531074,0.86,6.6,4.178571428571429,5.829545454545454,549.5238095238095,551.6362492133418,577.8541226215644
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-01,1.0161290322580645,0.6412429378531074,0.86,7.230769230769231,4.178571428571429,6.1625,611.5995115995116,551.6362492133418,616.5697674418604
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-05,1.0161290322580645,NA,0.86,2.5,NA,2.5,146.03174603174605,NA,190.6976744186046
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,0.024193548387096774,0.011299435028248588,0.018823529411764704,0,0,0,-100,-100,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-01,0.024193548387096774,0.011299435028248588,0.018823529411764704,0,0,0,-100,-100,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-05,0.024193548387096774,NA,0.018823529411764704,0,NA,0,-100,NA,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0.0020161290322580645,0,0.001176470588235294,0,0,0,-100,NA,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-01,0.0020161290322580645,0,0.001176470588235294,0,0,0,-100,NA,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-05,0.0020161290322580645,NA,0.001176470588235294,0,NA,0,-100,NA,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,6.074596774193548,4.333333333333333,5.3494117647058825,3.15,1.1428571428571428,2.5113636363636362,-48.144706272817785,-73.62637362637362,-53.05346182298019
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-01,6.074596774193548,4.333333333333333,5.3494117647058825,3.480769230769231,1.1428571428571428,2.6625,-42.69958385457887,-73.62637362637362,-50.22817242137673
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-05,6.074596774193548,NA,5.3494117647058825,1,NA,1,-83.53800199137072,NA,-81.30635583901474
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,6.014112903225806,4.2259887005649714,5.2694117647058825,6.966666666666667,11.678571428571429,8.465909090909092,15.838641188959684,176.3512223071047,60.661369217966666
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-01,6.014112903225806,4.2259887005649714,5.2694117647058825,6.461538461538462,11.678571428571429,8.2875,7.4395935944712335,176.3512223071047,57.275619557937034
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-05,6.014112903225806,NA,5.2694117647058825,10.25,NA,10.25,70.43245055313443,NA,94.51886581826301
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,0.002824858757062147,0.001176470588235294,0,0,0,NA,-100,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-01,0,0.002824858757062147,0.001176470588235294,0,0,0,NA,-100,-100
location,Rapid Head,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-05,0,NA,0.001176470588235294,0,NA,0,NA,NA,-100
location,Rapid Head,shannon_diversity,M1 fish Shannon diversity,period,Bloom,1.2822237835230499,1.5982892679111318,1.4145302653599214,1.1924811173791476,1.5548907833479113,1.3077932838237543,-6.998986237591424,-2.715308513579629,-7.5457545271403745
location,Rapid Head,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-01,1.2822237835230499,1.5982892679111318,1.4145302653599214,1.247949609311544,1.5548907833479113,1.3553790202242726,-2.6730259297900147,-2.715308513579629,-4.1816881960173475
location,Rapid Head,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-05,1.2822237835230499,NA,1.4145302653599214,0.8319359198185708,NA,0.8319359198185708,-35.1177282383005,NA,-41.18641783837067
location,Rapid Head,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.2965594542912801,0.27399791197572726,0.28716323549162637,0.14784522951022397,0.15208347892556479,0.14919376341510512,-50.14651282538082,-44.49465770416621,-48.045660106982744
location,Rapid Head,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-01,0.2965594542912801,0.27399791197572726,0.28716323549162637,0.14802499384742296,0.15208347892556479,0.1494454636247726,-50.08589619873218,-44.49465770416621,-47.9580095380523
location,Rapid Head,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-05,0.2965594542912801,NA,0.28716323549162637,0.14667676131843055,NA,0.14667676131843055,-50.540520898596974,NA,-48.922165796287096
location,Rapid Head,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.39457436624873,1.2905584451846466,1.3512547944173352,1.494669812917736,1.1340805264418892,1.3799368581299667,7.177490787978073,-12.12482234544359,2.122624380770418
location,Rapid Head,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-01,1.39457436624873,1.2905584451846466,1.3512547944173352,1.5463441171750567,1.1340805264418892,1.402051860418448,10.88287255233098,-12.12482234544359,3.7592514906129537
location,Rapid Head,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-05,1.39457436624873,NA,1.3512547944173352,1.1587868352451522,NA,1.1587868352451522,-16.907490680315846,NA,-14.243646717655182
location,Rapid Head,species_richness,M1 fish species richness,period,Bloom,10.372,10.480555555555556,10.417441860465116,7.166666666666667,7.607142857142857,7.306818181818182,-30.903715130479497,-27.416606716898272,-29.85976519294971
location,Rapid Head,species_richness,M1 fish species richness,period_split,Bloom 2026-01,10.372,10.480555555555556,10.417441860465116,7.826923076923077,7.607142857142857,7.75,-24.537957222106854,-27.416606716898272,-25.605536332179938
location,Rapid Head,species_richness,M1 fish species richness,period_split,Bloom 2026-05,10.372,NA,10.417441860465116,2.875,NA,2.875,-72.28114153490166,NA,-72.4020538006474
location,Rapid Head,species_richness,M2 fish species richness,period,Bloom,1.3205645161290323,1.2570621468926553,1.2941176470588236,0.8,0.8928571428571429,0.8295454545454546,-39.41984732824427,-28.972712680577843,-35.89876033057851
location,Rapid Head,species_richness,M2 fish species richness,period_split,Bloom 2026-01,1.3205645161290323,1.2570621468926553,1.2941176470588236,0.7884615384615384,0.8928571428571429,0.825,-40.293599530240755,-28.972712680577843,-36.25000000000001
location,Rapid Head,species_richness,M2 fish species richness,period_split,Bloom 2026-05,1.3205645161290323,NA,1.2941176470588236,0.875,NA,0.875,-33.740458015267166,NA,-32.38636363636364
location,Rapid Head,species_richness,M2 invertebrate species richness,period,Bloom,5.516129032258065,4.720338983050848,5.184705882352941,5.9,4.75,5.534090909090909,6.959064327485393,0.628366247755821,6.738762712214054
location,Rapid Head,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-01,5.516129032258065,4.720338983050848,5.184705882352941,6.115384615384615,4.75,5.6375,10.863697705802949,0.628366247755821,8.733265259813948
location,Rapid Head,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-05,5.516129032258065,NA,5.184705882352941,4.5,NA,4.5,-18.421052631578945,NA,-13.206262763784878
location,Rapid Head,total_abundance,M1 fish total abundance,period,Bloom,309.37,111.9888888888889,226.7453488372093,74.65,45.035714285714285,65.22727272727273,-75.87031709603387,-59.78555128768444,-71.23324775490661
location,Rapid Head,total_abundance,M1 fish total abundance,period_split,Bloom 2026-01,309.37,111.9888888888889,226.7453488372093,84.51923076923077,45.035714285714285,70.7,-72.68021114871165,-59.78555128768444,-68.81964707873293
location,Rapid Head,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,309.37,NA,226.7453488372093,10.5,NA,10.5,-96.60600575362834,NA,-95.36925451664351
location,Rapid Head,total_abundance,M2 fish total abundance,period,Bloom,4.631048387096774,3.8559322033898304,4.308235294117647,1.5666666666666667,2.0714285714285716,1.7272727272727273,-66.17036714555218,-46.279434850863424,-59.907651060026815
location,Rapid Head,total_abundance,M2 fish total abundance,period_split,Bloom 2026-01,4.631048387096774,3.8559322033898304,4.308235294117647,1.4807692307692308,2.0714285714285716,1.6875,-68.02518334951944,-46.279434850863424,-60.83083014746041
location,Rapid Head,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,4.631048387096774,NA,4.308235294117647,2.125,NA,2.125,-54.114061819764906,NA,-50.67586018569089
location,Rapid Head,total_abundance,M2 invertebrate total abundance,period,Bloom,13.131048387096774,9.214689265536723,11.5,16.716666666666665,17,16.806818181818183,27.306412815394836,84.48804414469652,46.14624505928856
location,Rapid Head,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-01,13.131048387096774,9.214689265536723,11.5,17.173076923076923,17,17.1125,30.782222537174164,84.48804414469652,48.80434782608697
location,Rapid Head,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,13.131048387096774,NA,11.5,13.75,NA,13.75,4.713649623829269,NA,19.565217391304344
location,Southern Fleurieu,b20,M1 fish B20 biomass,period,Bloom,6.068078609378986,NA,6.068078609378986,8.328170179999994,NA,8.328170179999994,37.24558820196805,NA,37.24558820196805
location,Southern Fleurieu,b20,M1 fish B20 biomass,period_split,Bloom 2025-06,6.068078609378986,NA,6.068078609378986,11.584720422332508,NA,11.584720422332508,90.91249748193525,NA,90.91249748193525
location,Southern Fleurieu,b20,M1 fish B20 biomass,period_split,Bloom 2026-05,6.068078609378986,NA,6.068078609378986,7.785411806277907,NA,7.785411806277907,28.301103321973528,NA,28.301103321973528
location,Southern Fleurieu,b20,M2 fish B20 biomass,period,Bloom,0.03418245287949294,NA,0.03418245287949294,0,NA,0,-100,NA,-100
location,Southern Fleurieu,b20,M2 fish B20 biomass,period_split,Bloom 2025-06,0.03418245287949294,NA,0.03418245287949294,0,NA,0,-100,NA,-100
location,Southern Fleurieu,b20,M2 fish B20 biomass,period_split,Bloom 2026-05,0.03418245287949294,NA,0.03418245287949294,0,NA,0,-100,NA,-100
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,2.0054945054945055,NA,2.0054945054945055,8.910714285714286,NA,8.910714285714286,344.3150684931507,NA,344.3150684931507
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2025-06,2.0054945054945055,NA,2.0054945054945055,2.875,NA,2.875,43.356164383561634,NA,43.356164383561634
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-05,2.0054945054945055,NA,2.0054945054945055,9.916666666666666,NA,9.916666666666666,394.47488584474877,NA,394.47488584474877
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,0.978021978021978,NA,0.978021978021978,0,NA,0,-100,NA,-100
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2025-06,0.978021978021978,NA,0.978021978021978,0,NA,0,-100,NA,-100
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-05,0.978021978021978,NA,0.978021978021978,0,NA,0,-100,NA,-100
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2025-06,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-05,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,13.82967032967033,NA,13.82967032967033,2.125,NA,2.125,-84.63448549860945,NA,-84.63448549860945
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2025-06,13.82967032967033,NA,13.82967032967033,3.375,NA,3.375,-75.59594755661502,NA,-75.59594755661502
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-05,13.82967032967033,NA,13.82967032967033,1.9166666666666667,NA,1.9166666666666667,-86.14090848894186,NA,-86.14090848894186
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,20.13186813186813,NA,20.13186813186813,14.196428571428571,NA,14.196428571428571,-29.48280567685589,NA,-29.48280567685589
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2025-06,20.13186813186813,NA,20.13186813186813,18.625,NA,18.625,-7.4849890829694345,NA,-7.4849890829694345
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-05,20.13186813186813,NA,20.13186813186813,13.458333333333334,NA,13.458333333333334,-33.14910844250363,NA,-33.14910844250363
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2025-06,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-05,0,NA,0,0,NA,0,NA,NA,NA
location,Southern Fleurieu,shannon_diversity,M1 fish Shannon diversity,period,Bloom,1.4323088014967862,NA,1.4323088014967862,1.2600077947735302,NA,1.2600077947735302,-12.02959910203711,NA,-12.02959910203711
location,Southern Fleurieu,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2025-06,1.4323088014967862,NA,1.4323088014967862,1.3401881321750575,NA,1.3401881321750575,-6.431620696979664,NA,-6.431620696979664
location,Southern Fleurieu,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-05,1.4323088014967862,NA,1.4323088014967862,1.246644405206609,NA,1.246644405206609,-12.96259550288002,NA,-12.96259550288002
location,Southern Fleurieu,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.04604142290282376,NA,0.04604142290282376,0,NA,0,-100,NA,-100
location,Southern Fleurieu,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2025-06,0.04604142290282376,NA,0.04604142290282376,0,NA,0,-100,NA,-100
location,Southern Fleurieu,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-05,0.04604142290282376,NA,0.04604142290282376,0,NA,0,-100,NA,-100
location,Southern Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.8853208230645095,NA,1.8853208230645095,1.330287891378307,NA,1.330287891378307,-29.439707284621193,NA,-29.439707284621193
location,Southern Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2025-06,1.8853208230645095,NA,1.8853208230645095,1.4846319840859932,NA,1.4846319840859932,-21.253085102365418,NA,-21.253085102365418
location,Southern Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-05,1.8853208230645095,NA,1.8853208230645095,1.3045638759270257,NA,1.3045638759270257,-30.80414431499716,NA,-30.80414431499716
location,Southern Fleurieu,species_richness,M1 fish species richness,period,Bloom,6.617977528089888,NA,6.617977528089888,6.75,NA,6.75,1.9949066213921895,NA,1.9949066213921895
location,Southern Fleurieu,species_richness,M1 fish species richness,period_split,Bloom 2025-06,6.617977528089888,NA,6.617977528089888,7.5,NA,7.5,13.327674023769092,NA,13.327674023769092
location,Southern Fleurieu,species_richness,M1 fish species richness,period_split,Bloom 2026-05,6.617977528089888,NA,6.617977528089888,6.625,NA,6.625,0.10611205432935833,NA,0.10611205432935833
location,Southern Fleurieu,species_richness,M2 fish species richness,period,Bloom,0.45054945054945056,NA,0.45054945054945056,0.10714285714285714,NA,0.10714285714285714,-76.21951219512195,NA,-76.21951219512195
location,Southern Fleurieu,species_richness,M2 fish species richness,period_split,Bloom 2025-06,0.45054945054945056,NA,0.45054945054945056,0.125,NA,0.125,-72.2560975609756,NA,-72.2560975609756
location,Southern Fleurieu,species_richness,M2 fish species richness,period_split,Bloom 2026-05,0.45054945054945056,NA,0.45054945054945056,0.10416666666666667,NA,0.10416666666666667,-76.880081300813,NA,-76.880081300813
location,Southern Fleurieu,species_richness,M2 invertebrate species richness,period,Bloom,10.313186813186814,NA,10.313186813186814,5.553571428571429,NA,5.553571428571429,-46.15077250932339,NA,-46.15077250932339
location,Southern Fleurieu,species_richness,M2 invertebrate species richness,period_split,Bloom 2025-06,10.313186813186814,NA,10.313186813186814,7,NA,7,-32.125732551944594,NA,-32.125732551944594
location,Southern Fleurieu,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-05,10.313186813186814,NA,10.313186813186814,5.3125,NA,5.3125,-48.48827916888653,NA,-48.48827916888653
location,Southern Fleurieu,total_abundance,M1 fish total abundance,period,Bloom,28.213483146067414,NA,28.213483146067414,42.69642857142857,NA,42.69642857142857,51.333418672128346,NA,51.333418672128346
location,Southern Fleurieu,total_abundance,M1 fish total abundance,period_split,Bloom 2025-06,28.213483146067414,NA,28.213483146067414,61,NA,61,116.20868180007969,NA,116.20868180007969
location,Southern Fleurieu,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,28.213483146067414,NA,28.213483146067414,39.645833333333336,NA,39.645833333333336,40.52087481746983,NA,40.52087481746983
location,Southern Fleurieu,total_abundance,M2 fish total abundance,period,Bloom,1.1593406593406594,NA,1.1593406593406594,0.125,NA,0.125,-89.21800947867298,NA,-89.21800947867298
