"Period","Status","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Pre-bloom","No-take",4.4999999930063534,0.7499999378538806,Inf,3.245978214867518,6.238489169245294,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",4.499999981522673,0.6123723846030422,Inf,3.446503016142799,5.875520705728881,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",14.687530254193105,2.186339239028763,Inf,10.970883623405506,19.66327894570031,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.389, greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",21.071760659249435,4.943306492668542,Inf,13.304977237313983,33.37240563143805,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.389, greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",6.963268075907586,1.9294331907713942,Inf,4.045348794396277,11.985889168350411,"Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.084, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",3.1030216563368307,1.1117315191676136,Inf,1.5375227535589797,6.262504653935847,"Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.084, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",7.911764754828328,0.48238877236092664,Inf,7.020607533155175,8.91604056203553,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.438, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",7.312500039825709,0.6760408128974084,Inf,6.100596164312624,8.765152682168392,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.438, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",8.727272769211513,0.6298366110476284,Inf,7.576146687160839,10.05330191366236,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.438, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",7.375000053697812,0.9601431445592559,Inf,5.714063142867584,9.51873026813403,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.438, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",6.891221390008798,1.1396771830875825,Inf,4.983375673878971,9.52947065480822,"O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.004, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",4.352991204775384,0.920849114552354,Inf,2.8755519732919694,6.589528759989449,"O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.004, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",4.2994132773699025,1.0657264925046444,Inf,2.64493951246964,6.988800478225225,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.9, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",2.5401716549438005,0.7864214657042243,Inf,1.384638240434006,4.66004176986867,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.9, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",5.487746854033165,1.0598215015903822,Inf,3.7584234649221497,8.0127654094919,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.9, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",2.9691024517537605,0.8715121188677799,Inf,1.6702229168944047,5.278079518512278,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.9, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.822, greater than the threshold of 1.5","overall","richness"
"Pre-bloom","Fished",8.562954748170895,1.0151995257285944,Inf,6.787465238608024,10.802883173845887,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",9.355272442864237,1.023093931967045,Inf,7.550381867192348,11.591615367231777,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",6.826902654589541,0.8816368691699149,Inf,5.300272688841971,8.793245667030872,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",9.042725302261715,0.9934197692423196,Inf,7.291009389049979,11.215303194503086,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",8.237365322349682,1.0642139743039323,Inf,6.3946772391580895,10.61104179556412,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.168, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",8.431388705989596,2.8305120864279765,Inf,4.366577505122641,16.280099329072208,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.168, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",8.89121292908112,0.7863921662554166,Inf,7.476109337916186,10.574172176606218,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.009, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",9.04272444352391,1.7548222630444703,Inf,6.181814341900731,13.227648201476494,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.009, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",10.195063084937736,0.8880960086129063,Inf,8.594911550673313,12.09312169102167,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.009, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",8.798283574914715,1.7132059293631594,Inf,6.006916421385556,12.886777247145165,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.009, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",12.011483181221228,0.8920606181010697,Inf,10.384370707807188,13.893545624704144,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.231, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",13.325318312353453,1.3758878429027637,Inf,10.883984639753368,16.314255670390754,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.231, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",13.603283901267123,1.0012676859719014,Inf,11.775821096839083,15.71434648817355,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.231, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",14.841052872532766,1.5282253942883788,Inf,12.128694865431132,18.159979520392007,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.231, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",10.080937147363459,1.0521809476125221,Inf,8.215957236939344,12.369257876876505,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.895, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",8.891964821588807,1.1319728912840596,Inf,6.928469549413982,11.411905302385353,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.895, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",10.453620161487837,1.0892965315741938,Inf,8.522541569645004,12.822251858516525,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.895, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",8.333130313306974,1.0680598452681067,Inf,6.482005763242242,10.712897111622098,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.895, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",7.343043880968285,1.771373401761413,Inf,4.576563669205418,11.781829629213352,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.756, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",8.367990247040323,1.9858697947182167,Inf,5.255526344765507,13.323738895211697,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.756, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","No-take",5.756320849084103,2.410091389324209,Inf,2.5337208121130312,13.077695679488363,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.756, not greater than the threshold of 1.5",NA,"richness"
"Bloom","No-take",9.464719858010152,3.8935004132936775,Inf,4.226190900548328,21.196610398973927,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.756, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",7.131741244418774,0.8779245895509561,Inf,5.6028862208603725,9.077773699558291,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.708, not greater than the threshold of 1.5",NA,"richness"
"Bloom","Fished",4.086835838599143,0.8153877319055085,Inf,2.7641344212986505,6.042480077293523,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.708, not greater than the threshold of 1.5",NA,"richness"
"Pre-bloom","Fished",0.5031823051584419,0.2692942832685455,Inf,0.1762695626974451,1.4363933758612155,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.618, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.38582923292064425,0.29114811120146544,Inf,0.0879175178071457,1.6932256584254184,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.618, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.2950430705365728,0.18805525967602565,Inf,0.0845949696078518,1.029025885051791,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.618, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.135611676268185,0.13945581123423417,Inf,0.018070361460339926,1.0177177020299104,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.618, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.36187691553689016,0.1508424904231896,Inf,0.15986426630532946,0.8191630626720477,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.731, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.3975876140794585,0.272984585565557,Inf,0.10351323381964177,1.5271082260343922,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.731, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.3618769142092075,0.1508424873275624,Inf,0.15986426791995384,0.8191630483877044,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.731, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.15903504903732305,0.13968155662608972,Inf,0.028436542335953517,0.8894241263054624,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.731, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.2597860387795988,0.07329550124962825,Inf,0.1494374839060862,0.4516188588079311,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.791, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.18070358214730517,0.08453010772215952,Inf,0.07224186401074006,0.4520063961252895,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.791, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.5250000000000064,0.20225291896286235,Inf,0.24673985751947033,1.1170671928359082,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.571, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.058333333333334465,0.04491503951942984,Inf,0.012897791411541463,0.26382639238009126,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.571, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.9749999999999918,0.2800111374770147,Inf,0.5553250568155894,1.7118352365570721,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.571, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.10833333333333321,0.07863858307367443,Inf,0.026114366294457948,0.44941205843473786,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.571, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.4639805506352151,0.23463686612427995,Inf,0.17220417117198772,1.2501320374681868,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.899, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.240570459835745,0.16895315294763327,Inf,0.060735361132648026,0.9528904589730315,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.899, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.1626216256371917,0.09181008667128604,Inf,0.05378011760861027,0.4917392207533758,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.899, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.06271598152622967,0.0704699797531045,Inf,0.0069332508523531405,0.5673088169690881,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.899, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",1.0122861359493753,0.36313436932980625,Inf,0.5011345116602264,2.0448067279191675,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.7552675962599869,0.3067381496512615,Inf,0.3407225528273418,1.6741748887089327,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.3891463429096843,0.19593770382796397,Inf,0.1450532500130917,1.0439950582721447,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.7884850862010313,0.31555448862590185,Inf,0.359865032699145,1.7276163968984728,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.040152268792918,0.04592758768884441,Inf,0.004266537879459652,0.377871879910022,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.1, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.20984778729226145,0.15271306304367246,Inf,0.05040310995991973,0.8736781096736979,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.1, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.08484687326262709,0.08772780596722408,Inf,0.011182326821610342,0.6437829994855754,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.1, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.44343518182388836,0.18883784190261904,Inf,0.19246160718687955,1.0216830429367312,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.1, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.8157894735926398,0.1036053586444063,Inf,0.6360267792255762,1.0463591895216768,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.864, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",1.0833333332540704,0.2124591295891699,Inf,0.7376116416824863,1.5910962417328138,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.864, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.5530887366626986,0.10414996213186155,Inf,0.3823916528041215,0.7999838604736481,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.05421966931208451,0.038521724299809164,Inf,0.01347098565178732,0.21822995111881455,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",1.560277888351915,0.2282379020839975,Inf,1.1713534074551177,2.0783369676356123,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.4978774961195383,0.18267915748808544,Inf,0.2425510377730007,1.021978728346029,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",1.2327872495747325,0.25164926795594994,Inf,0.8262892109291291,1.8392644882838536,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.37340774470421934,0.21867826850051705,Inf,0.1184937166945988,1.1767150840956542,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.39362043297663313,0.13339085039613613,Inf,0.20259131174885114,0.7647763564944229,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.646, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.0238187154269226,0.027287507644356016,Inf,0.0025220501266975067,0.22494842532396891,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.646, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.5089730644974964,0.36122115847462055,Inf,0.12664617848864765,2.0454907007493612,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",6.506346112983221e-10,8.491978400311456e-6,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.40404091419080446,0.28205869750464535,Inf,0.10285047904365614,1.5872464752531483,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",3.886881538717391e-12,6.531349506371961e-7,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",1.0833333368392286,0.3004625817363041,Inf,0.6290443938462291,1.8657047581829471,"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.748, not greater than the threshold of 1.5","overall","sharks_rays"
"Pre-bloom","Fished",1.5833333333339374,0.36324154887918975,Inf,1.009934816176705,2.482283415019653,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.2500000000144511,0.14433755528789474,Inf,0.0806303619783287,0.775142247581921,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.16666666667727126,0.11785112037705615,Inf,0.04168294703024765,0.6664062826737137,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.24999999999246336,0.1443375552826017,Inf,0.0806303619665584,0.7751422475587258,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",4.334173713817215e-4,0.002066230031489249,Inf,3.792926101714076e-8,4.952656940259091,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.135, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",6.984352743253563e-12,2.499888800108501e-7,Inf,2.220446049250313e-16,NA,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.135, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.18367827909929324,0.09670862205596509,Inf,0.06544717170768022,0.5154953122125329,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.13110671204005123,0.1427204523755762,Inf,0.015524654790690113,1.1072046479423723,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.10863843522168946,0.061167450264378066,Inf,0.03603508941565694,0.32752269520633454,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.0666264266064716,0.08658435903497813,Inf,0.005217563343654953,0.8507957508069136,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.5852263863213022,0.19047412274862657,Inf,0.3092307109836006,1.1075546867815895,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.669, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",0.5468334567443623,0.24034959281462268,Inf,0.23106099807486777,1.2941467054431164,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.669, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.8410773383139035,0.2633297295966378,Inf,0.45534068123513066,1.553586398444168,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.669, not greater than the threshold of 1.5",NA,"sharks_rays"
